,Index,Tweet,Hindi,English,Other
1210,1211,jo/EN log/EN saal/HI me/EN ek/EN baar/HI apps/EN update/EN maarte/HI the/EN wo/EN log/EN bhi/HI aajkal/HI auto/EN update/EN option/EN on/EN karke/HI ghum/HI rahe/HI hai/EN ,"[('saal', 'UNK'), ('maarte', 'VM'), ('bhi', 'VAUX'), ('karke', 'VAUX'), ('rahe', 'VAUX')]","[('jo', 'NN'), ('ek', 'VBZ'), ('apps', 'NN'), ('wo', 'MD'), ('auto', 'NN'), ('option', 'NN')]",
1211,1212,jio/EN ne/EN jio/EN phone/EN ke/EN nam/EN pe/EN dhokha/HI diya/HI h/EN ,"[('diya', 'INJ')]","[('jio', 'NN'), ('jio', 'NN'), ('ke', 'NN'), ('pe', 'NN')]",
1212,1213,paka/HI diya/HI hai/EN ye/EN speed/EN humko/HI airtel/EN me/EN hi/EN jana/EN padega/HI ,"[('paka', 'RBC'), ('padega', 'SYM')]","[('hai', 'NNS'), ('speed', 'VBD'), ('airtel', 'RP'), ('hi', 'NN')]",
1213,1214,dushman/HI na/EN kare/EN wo/EN ye/EN airtel/EN ne/EN kam/HI liya/HI hai/EN months/EN se/EN muze/EN pareshan/HI kiya/HI hai/EN ,"[('dushman', 'UNK'), ('liya', 'VM'), ('kiya', 'SYM')]","[('kare', 'NN'), ('ye', 'PRP'), ('ne', 'JJ'), ('months', 'NNS'), ('muze', 'NN')]",
1214,1215,election/EN ke/EN time/EN jo/EN loan/EN lia/EN tha/EN ambani/HI se/EN wo/EN to/EN lotana/HI he/EN padega/HI na/EN sarkar/HI ko/EN #jio/OTHER aur/EN na/EN jeeno/HI do/EN jo/EN chal/HI rha/HI hai/EN ,"[('jeeno', 'RBC'), ('rha', 'SYM')]","[('election', 'NN'), ('time', 'NN'), ('loan', 'NN'), ('tha', 'NN'), ('se', 'NN'), ('to', 'TO'), ('he', 'PRP'), ('na', 'MD'), ('ko', 'VB'), ('aur', 'NN'), ('jo', 'NN')]",
1215,1216,jio/EN toh/EN provide/EN krdiya/HI lekin/HI abhi/HI tak/HI ek/EN dhanki/HI service/EN provide/EN nahi/HI hui/HI #jio/OTHER ,"[('lekin', 'UNK'), ('tak', 'VM'), ('dhanki', 'VAUX'), ('hui', 'SYM')]","[('jio', 'NN'), ('provide', 'NN'), ('provide', 'NN')]",
1216,1217,ya/EN toh/EN #jiochat/OTHER #kbcplayalong/OTHER ko/EN band/EN kar/HI do/EN ya/EN toh/HI me/EN phone/EN phenk/HI du/EN #totallyghatiya/OTHER #jio/OTHER ,"[('kar', 'RBC'), ('phenk', 'SYM')]","[('ya', 'NN'), ('ko', 'NN'), ('ya', 'IN'), ('me', 'PRP')]",#jiochat #totallyghatiya
1217,1218,jio/EN ke/EN speed/EN bhi/EN ab/EN desh/HI ki/EN tarakki/HI ki/EN tarh/HI ho/EN gai/HI hai/EN ekdum/HI slow/EN ,"[('', 'INJ')]","[('jio', 'NNS'), ('speed', 'VBD'), ('ab', 'JJ'), ('ki', 'NN'), ('ki', 'NN'), ('ho', 'NN'), ('hai', 'NN'), ('slow', 'VB')]",
1218,1219,pehle/HI mai/EN call/EN krne/EN se/EN katrati/HI thi/EN kisi/HI se/EN min/EN se/EN zayda/HI bat/EN nhi/HI krti/HI thi/EN log/EN introvert/EN samjhe/HI the/EN phir/HI #jio/OTHER aaya/HI aur/EN ab/EN koi/EN maa/HI ka/EN lal/HI mereko/HI chup/HI nhi/HI kara/EN pata/HI ,"[('pehle', 'QFC'), ('krti', 'QF'), ('samjhe', 'NN'), ('phir', 'PSP'), ('aaya', 'NN'), ('maa', 'VM'), ('lal', 'VAUX'), ('chup', 'SYM')]","[('call', 'NN'), ('se', 'NN'), ('thi', 'NN'), ('se', 'FW'), ('se', 'FW'), ('bat', 'NN'), ('log', 'NN'), ('ab', 'NN'), ('kara', 'NN')]",
1219,1220,no/EN one/EN have/EN to/EN pay/EN us/EN because/EN #jio/OTHER ne/EN itna/HI internet/EN diya/HI hai/EN humko/HI kisi/HI ko/EN mangna/HI nahi/HI padega/HI samjhe/HI ,"[('kisi', 'UNK'), ('mangna', 'VM'), ('padega', 'SYM')]","[('no', 'DT'), ('have', 'VBP'), ('pay', 'NN'), ('because', 'IN'), ('ne', 'JJ'), ('internet', 'NN'), ('hai', 'NN')]",
1220,1221,aaj/HI ek/HI #mute/OTHER aur/EN #deaf/OTHER aadmi/HI ko/EN uske/HI friends/EN se/EN video/EN calling/EN per/EN baat/HI karte/HI dekh/HI bahut/HI accha/HI laga/HI thanks/EN #mukeshambani/OTHER ji/EN for/EN #jio/OTHER #ipl/OTHER ,"[('aaj', 'UNK'), ('karte', 'VM'), ('bahut', 'VAUX'), ('laga', 'VAUX')]","[('ko', 'VB'), ('friends', 'NNS'), ('video', 'FW'), ('per', 'IN'), ('for', 'IN')]",#mute #deaf #mukeshambani #ipl
1221,1222,jis/EN tarah/EN jio/EN ka/EN network/EN gir/HI raha/HI he/EN muje/HI lag/EN raha/HI he/EN ki/EN bahut/HI jldi/HI telenor/HI aage/HI nikal/HI jayega/HI ,"[('raha', 'VM'), ('muje', 'PSP'), ('raha', 'VM'), ('jldi', 'PSP'), ('aage', 'NST'), ('jayega', 'NST')]","[('jis', 'NN'), ('jio', 'NN'), ('network', 'NN'), ('ki', 'NN')]",
1222,1223,yaar/HI yeh/HI jio/HI wale/HI phone/EN kyun/HI nahin/HI uthate/HI hain/EN ,"[('yaar', 'SYM'), ('jio', 'NNP'), ('nahin', 'NNP')]","[('phone', 'NN'), ('hain', 'NN')]",
1223,1224,kuch/EN log/EN itne/HI kanjoos/HI hote/HI hain/EN ki/EN jio/HI se/EN bhi/HI missed/EN call/EN dete/HI hain/EN ,"[('itne', 'UNK'), ('hote', 'VM'), ('dete', 'VM')]","[('kuch', 'JJ'), ('ki', 'NN'), ('se', 'NN'), ('missed', 'VBD')]",
1224,1225,chalo/HI aaj/HI kuch/HI tufaani/HI karte/HI hain/EN apne/HI #jio/OTHER wale/HI friend/EN ko/EN uske/HI dusre/HI number/EN pe/EN sms/EN karte/HI hain/EN ,"[('chalo', 'NNP'), ('kuch', 'PSP'), ('karte', 'NN'), ('apne', 'VM'), ('wale', 'VAUX'), ('dusre', 'VAUX'), ('karte', 'SYM')]","[('ko', 'NN'), ('pe', 'NN')]",
1225,1226,#jio/OTHER data/EN chor/HI subah/HI mai/EN our/EN mera/HI mobile/EN so/EN rha/HI tha/EN data/EN kaise/HI khatm/HI ho/EN jayega/HI jab/EN se/EN jio/HI use/EN kar/HI rha/HI hu/EN tab/EN se/EN ye/EN problem/EN arahai/HI hai/EN mahino/HI se/EN complain/EN kar/HI chuka/HI hu/EN bar/EN bar/EN ye/EN problem/EN ajati/HI hai/EN #jiodatachor/OTHER #ambani/OTHER #jio/OTHER #reliance/OTHER ,"[('chor', 'INJ'), ('mera', 'PRP'), ('kaise', 'WQ'), ('jio', 'NNP'), ('kar', 'NNP'), ('kar', 'SYM')]","[('mai', 'NNS'), ('so', 'RB'), ('tha', 'JJ'), ('ho', 'NN'), ('jab', 'NN'), ('hu', 'NN'), ('se', 'NN'), ('problem', 'NN'), ('hai', 'NN'), ('se', 'NN'), ('hu', 'NN'), ('bar', 'NN'), ('problem', 'NN'), ('hai', 'NN')]",#jio #ambani #reliance
1226,1227,kya/EN yaha/EN koi/EN aur/EN bhi/HI hai/EN jisne/HI apna/HI #jio/OTHER abtak/HI recharge/EN ni/EN karaya/HI v/EN aur/EN ab/EN bhi/HI mast/EN chalraha/HI hai/EN ya/EN ye/EN service/EN ,"[('bhi', 'UNK'), ('jisne', 'VM'), ('karaya', 'VAUX'), ('bhi', 'VAUX'), ('chalraha', 'SYM')]","[('kya', 'NN'), ('koi', 'VB'), ('recharge', 'NN'), ('aur', 'JJ'), ('ya', 'NN'), ('service', 'NN')]",#jio
1227,1228,#jio/OTHER aane/HI ke/HI baad/HI aaj/HI kal/HI bachche/HI bhi/HI bado/HI ko/EN ashirvaad/HI dene/HI lage/HI hai/EN they/EN save/EN their/EN names/EN as/EN mom/EN jio/HI dad/EN jio/HI behen/HI jio/HI ,"[('ke', 'PSP'), ('aaj', 'JJ'), ('bachche', 'NN'), ('bado', 'VM'), ('ashirvaad', 'VAUX'), ('lage', 'VAUX'), ('jio', 'NNP'), ('jio', 'NNP'), ('jio', 'NNP')]","[('they', 'PRP'), ('their', 'PRP$'), ('as', 'IN')]",#jio
1228,1229,dear/EN #jio/OTHER users/EN net/EN ka/EN maza/HI lijiye/HI lekin/HI ase/EN ghanto/HI kisi/HI ko/EN call/EN krk/EN kisi/HI ko/EN irritate/EN matt/EN kijiye/HI ,"[('lijiye', 'UNK'), ('kisi', 'VM'), ('kisi', 'VAUX'), ('kijiye', 'SYM')]","[('dear', 'JJ'), ('users', 'NNS'), ('ka', 'VBP'), ('ase', 'VB'), ('call', 'NN'), ('irritate', 'NN')]",
1229,1230,daru/HI pite/HI huye/HI dost/EN bol/EN rha/HI h/EN ki/EN jaise/HI #jio/OTHER ke/EN aane/HI se/EN telecom/EN me/EN compitition/EN hua/EN h/EN vaise/HI hi/EN beer/EN companies/EN me/EN ho/EN jaye/EN to/EN ,"[('daru', 'QO'), ('huye', 'NN'), ('jaise', 'PSP'), ('vaise', 'RB')]","[('bol', 'NN'), ('h', 'NN'), ('ke', 'NN'), ('se', 'FW'), ('me', 'PRP'), ('hua', 'VBP'), ('beer', 'NN'), ('me', 'PRP'), ('jaye', 'VBP')]",
1230,1231,india/EN me/EN general/EN valo/HI ko/EN ek/EN hi/EN cheez/EN h/EN jo/EN bina/EN bedh/HI bhaav/HI milti/HI hai/EN vo/EN hai/EN #jio/OTHER ka/EN data/EN ,"[('bhaav', 'INJ')]","[('india', 'JJ'), ('general', 'JJ'), ('ko', 'NN'), ('hi', 'NN'), ('h', 'NN'), ('bina', 'NN'), ('hai', 'NN'), ('hai', 'NN'), ('ka', 'NN')]",
1231,1232,#jio/OTHER pehle/HI free/EN data/EN diya/HI public/EN ko/EN social/EN media/EN par/EN vyast/EN kardiya/HI notebandi/HI gst/EN pass/EN kardiya/HI aage/HI kya/EN iraada/HI hain/EN ,"[('diya', 'INJ'), ('notebandi', 'PRP'), ('aage', 'NST'), ('iraada', 'NST')]","[('free', 'JJ'), ('ko', 'NN'), ('media', 'NNS'), ('vyast', 'NN'), ('pass', 'NN')]",#jio
1232,1233,bhai/HI anup/HI is/EN jio/EN ke/EN chakkar/HI me/EN to/EN mera/HI pura/EN village/EN pagal/HI ho/EN gya/HI ab/EN aap/EN bhi/HI le/EN liye/HI chutiya/HI h/EN fraud/EN hai/EN network/EN ke/EN nam/EN pe/EN kuch/HI nhi/HI #jio/OTHER ,"[('bhai', 'QFC'), ('mera', 'QF'), ('bhi', 'NN'), ('liye', 'VM'), ('nhi', 'PSP')]","[('is', 'VBZ'), ('ke', 'VBN'), ('me', 'PRP'), ('village', 'JJ'), ('ho', 'JJ'), ('ab', 'NN'), ('h', 'NN'), ('hai', 'NN'), ('ke', 'NN'), ('pe', 'NN')]",
1233,1234,bhaiyaji/HI #jio/OTHER se/EN tweet/EN karte/HI hain/EN aur/EN free/EN wifi/EN mangte/HI hain/EN aache/HI baat/HI nahi/HI hai/EN ye/EN ,"[('bhaiyaji', 'UNK'), ('karte', 'VM'), ('baat', 'SYM')]","[('se', 'NN'), ('aur', 'NN'), ('wifi', 'NN'), ('hain', 'NN'), ('hai', 'NN')]",
1234,1235,pakad/HI k/EN lao/EN saale/HI ko/EN jisne/HI kaha/HI tha/EN ki/EN #airtel/OTHER is/EN the/EN fastest/EN network/EN of/EN india/EN is/EN se/EN badhiya/HI to/EN apna/HI #jio/OTHER hai/EN re/EN ,"[('pakad', 'UNK'), ('kaha', 'VM'), ('badhiya', 'VAUX'), ('apna', 'SYM')]","[('lao', 'NN'), ('ko', 'NN'), ('ki', 'NN'), ('is', 'VBZ'), ('fastest', 'JJS'), ('of', 'IN'), ('is', 'VBZ'), ('hai', 'JJ')]",
1235,1236,me/EN itna/EN free/EN rahne/HI laga/HI hoon/HI ki/EN sab/HI log/EN mujhe/HI #jio/OTHER bulane/HI lage/HI hai/EN ,"[('laga', 'VM'), ('lage', 'VM')]","[('me', 'PRP'), ('free', 'JJ'), ('ki', 'NNS'), ('log', 'NN')]",#jio
1236,1237,#dekhte/OTHER toh/HI hum/EN pehle/HI bhi/HI thee/EN but/EN subscribe/EN toh/HI jio/HI k/EN aane/HI k/EN baad/HI hi/EN kiya/HI hai/EN #jio/OTHER g/EN #jio/OTHER ,"[('bhi', 'RBC'), ('toh', 'SYM')]","[('hum', 'NN'), ('but', 'CC'), ('k', 'NN'), ('k', 'NNP'), ('hi', 'VBZ'), ('hai', 'NN'), ('g', 'NN')]",#dekhte
1237,1238,#airtel/OTHER aur/EN #jio/OTHER dono/EN ne/EN internet/EN pe/EN gandh/HI macha/EN rakha/HI hai/EN ,"[('', 'INJ')]","[('ne', 'JJ'), ('pe', 'NN'), ('macha', 'NN'), ('hai', 'NN')]",#airtel #jio
1238,1239,#earthquake/OTHER se/EN dar/EN nahi/HI lagta/HI sahab/HI dar/EN to/EN sirf/HI is/EN baat/HI ka/EN hai/EN ki/EN kahi/HI #jio/OTHER ka/EN tower/EN na/EN gir/HI jaye/EN #justkidding/OTHER #delhiearthquake/OTHER #staysafe/OTHER ,"[('lagta', 'UNK'), ('sirf', 'VM'), ('baat', 'VAUX'), ('kahi', 'SYM')]","[('dar', 'NN'), ('dar', 'NN'), ('hai', 'NN'), ('ka', 'VB'), ('na', 'TO'), ('jaye', 'NN')]",#earthquake #delhiearthquake
1239,1240,ye/EN jio/EN g/EN ka/EN speed/EN hai/EN g/EN me/EN to/EN buffer/EN ho/EN ke/EN chalta/HI hai/EN isme/HI to/EN chalta/HI bhi/HI nai/EN #jio/OTHER pic/EN twitter/EN com/EN iwa/HI ztjodk/HI ,"[('chalta', 'UNK'), ('isme', 'VM'), ('chalta', 'VAUX'), ('ztjodk', 'SYM')]","[('ye', 'NN'), ('g', 'NNS'), ('speed', 'VBD'), ('g', 'NNS'), ('to', 'TO'), ('ho', 'VB'), ('nai', 'JJ'), ('pic', 'NN'), ('com', 'NN')]",
1240,1241,cabwala/HI madam/EN ji/EN yeh/EN #jio/OTHER apni/HI missus/EN ko/EN dila/HI ke/EN galti/HI kardi/HI jab/EN dekho/HI call/EN hi/EN karti/HI rehti/HI hai/EN har/EN minute/EN ki/EN khabar/HI leti/HI hai/EN #sosad/OTHER ,"[('cabwala', 'QO'), ('dila', 'NN'), ('galti', 'VM'), ('karti', 'VAUX'), ('khabar', 'SYM')]","[('ji', 'NN'), ('missus', 'NN'), ('jab', 'NN'), ('call', 'NN'), ('hai', 'NN'), ('minute', 'NN'), ('hai', 'NN')]",#jio
1241,1242,is/EN saal/HI #ipl/OTHER mai/EN #mi/OTHER ke/EN sath/HI #jio/OTHER users/EN ki/EN #kkr/OTHER ke/EN sath/HI #srk/OTHER fans/EN ki/EN dua/HI hai/EN and/EN #rcb/OTHER ke/EN sath/HI banks/EN ki/EN baddua/HI hai/EN #rcbvkkr/OTHER ,"[('sath', 'UNK'), ('sath', 'VM'), ('dua', 'VAUX'), ('baddua', 'SYM')]","[('is', 'VBZ'), ('users', 'NNS'), ('fans', 'NNS'), ('and', 'CC'), ('ke', 'JJ'), ('banks', 'NNS')]",#ipl #mi #kkr #rcbvkkr
1242,1243,aaj/HI kal/HI jitne/HI bhi/HI teaser/EN trailer/EN #youtube/OTHER pr/EN record/EN tod/EN rhe/HI hai/EN sb/EN #jio/OTHER ki/EN meharbaani/HI hai/EN ,"[('aaj', 'UNK'), ('jitne', 'VM'), ('rhe', 'SYM')]","[('teaser', 'NN'), ('record', 'NN'), ('sb', 'NN'), ('ki', 'NN'), ('hai', 'NN')]",#youtube
1243,1244,asli/EN dard/EN to/EN jio/EN ki/EN reduced/EN speed/EN deti/HI hai/EN ,"[('', 'INJ')]","[('asli', 'NN'), ('to', 'TO'), ('ki', 'VB'), ('speed', 'NN'), ('hai', 'NN')]",
1244,1245,aukat/EN hi/EN nahi/EN hai/EN airtel/EN afford/EN karne/HI ki/EN ,"[('karne', 'INJ')]","[('aukat', 'NN'), ('nahi', 'NNS'), ('airtel', 'NN')]",
1245,1246,internet/EN bhi/HI nashe/HI ki/EN tarah/EN hai/EN ab/EN jab/EN lat/EN lag/EN chuki/HI hai/EN toh/HI kharch/HI toh/HI karna/HI hi/EN hoga/HI ,"[('nashe', 'NN'), ('chuki', 'VM'), ('toh', 'VAUX'), ('toh', 'SYM')]","[('internet', 'NN'), ('tarah', 'NN'), ('ab', 'NN'), ('lat', 'JJ'), ('hi', 'NN')]",
1246,1247,yaar/HI #jio/OTHER yaha/HI shop/EN wala/HI blak/HI me/EN jio/HI phone/EN becha/HI raha/HI h/EN or/EN hum/EN advance/EN diye/HI bathe/EN h/EN unko/HI phone/EN mil/EN nahi/HI raha/HI ,"[('yaar', 'INJ'), ('yaha', 'PRP'), ('wala', 'NN'), ('raha', 'VM'), ('unko', 'VAUX'), ('raha', 'VAUX')]","[('me', 'PRP'), ('phone', 'NN'), ('or', 'CC'), ('advance', 'NN'), ('bathe', 'NN'), ('mil', 'NN')]",
1247,1248,ye/EN muft/EN ke/EN #jio/OTHER se/EN ek/EN fayda/HI to/EN hua/EN hai/EN ye/EN bc/EN jhooti/HI ladkiyo/HI ke/EN recharge/EN nahi/HI karwane/HI padte/HI meethi/HI baate/HI karke/HI recharge/EN kyu/HI ,"[('fayda', 'UNK'), ('jhooti', 'VM'), ('nahi', 'VAUX'), ('padte', 'VAUX'), ('baate', 'SYM')]","[('ye', 'NN'), ('ke', 'NN'), ('se', 'NN'), ('hua', 'NN'), ('ye', 'NN'), ('ke', 'NN'), ('recharge', 'NN')]",
1248,1249,i/EN agreed/EN also/EN agr/EN koi/EN fail/EN hoga/HI toh/HI fault/EN bhi/HI isi/EN #jio/OTHER ka/EN hoga/HI ,"[('hoga', 'INJ')]","[('i', 'NN'), ('also', 'RB'), ('koi', 'VBD'), ('fault', 'NN'), ('isi', 'NN'), ('ka', 'NN')]",
1249,1250,sir/EN mera/EN net/EN jan/EN se/EN bhut/HI slow/EN chal/HI rha/HI hai/EN mujhe/HI kya/EN karna/HI chahia/HI ki/EN #jio/OTHER pahle/HI jaisa/HI chale/HI i/EN have/EN many/EN problem/EN on/EN jio/HI pls/EN help/EN ,"[('rha', 'INJ'), ('mujhe', 'PRP'), ('karna', 'NN'), ('pahle', 'PSP'), ('chale', 'VM'), ('jio', 'NNP')]","[('sir', 'JJ'), ('net', 'JJ'), ('se', 'NN'), ('slow', 'NN'), ('ki', 'NN'), ('have', 'VBP'), ('problem', 'NN'), ('help', 'NN')]",
1250,1251,high/EN speed/EN gb/EN khatam/HI hone/EN k/EN baad/HI kitni/HI bakwaas/HI speed/EN rehti/HI hai/EN airtel/EN ka/EN g/EN isse/HI acha/HI hai/EN #jio/OTHER ,"[('baad', 'UNK'), ('bakwaas', 'VM'), ('rehti', 'VAUX'), ('acha', 'SYM')]","[('high', 'JJ'), ('gb', 'NN'), ('hone', 'NN'), ('airtel', 'NN'), ('g', 'NN')]",#jio
1251,1252,jesse/EN #jio/OTHER ke/EN liye/EN line/EN lagti/HI thi/EN wasehi/HI aaj/HI #starbucks/OTHER ke/EN bahar/HI lagi/HI hai/EN ,"[('aaj', 'RBC'), ('lagi', 'SYM')]","[('jesse', 'NN'), ('ke', 'NN'), ('line', 'NN'), ('thi', 'NN'), ('ke', 'NN')]",
1252,1253,aisa/EN lag/EN raha/EN hai/EN jaise/HI kuch/HI mahine/HI baad/HI last/EN mein/EN jaise/HI central/EN mein/EN #upa/OTHER aur/EN #nda/OTHER hai/EN waise/HI hi/EN #jio/OTHER aur/EN #airtel/OTHER ,"[('jaise', 'RBC'), ('mahine', 'RB'), ('jaise', 'RP')]","[('aisa', 'NN'), ('raha', 'NN'), ('last', 'JJ'), ('mein', 'NN'), ('aur', 'VBD'), ('hai', 'JJ'), ('hi', 'NN'), ('aur', 'NN')]",
1253,1254,bhai/HI sab/HI kuch/HI free/EN hi/EN chahiye/HI kyu/HI koi/EN fokat/HI ki/EN mahenat/HI kare/HI sab/HI kuch/HI pm/EN hi/EN karenge/HI hame/EN bas/EN baithe/HI baithe/HI #jio/OTHER k/EN net/EN se/EN aisi/HI tweet/EN kare/HI ,"[('bhai', 'QFC'), ('kuch', 'QF'), ('kyu', 'NN'), ('fokat', 'PSP'), ('mahenat', 'NN'), ('sab', 'VM'), ('karenge', 'VAUX'), ('baithe', 'SYM')]","[('hi', 'NN'), ('pm', 'NN'), ('bas', 'NN'), ('k', 'NN'), ('se', 'JJ'), ('tweet', 'NN')]",
1254,1255,sirf/EN net/EN ke/EN liye/EN use/EN karo/EN calling/EN me/EN to/EN bsnl/EN bhi/HI baap/HI lagata/HI hai/EN #jio/OTHER ke/EN samne/HI ,"[('bhi', 'UNK'), ('lagata', 'VM'), ('samne', 'SYM')]","[('sirf', 'NN'), ('ke', 'NN'), ('use', 'NN'), ('calling', 'VBG'), ('to', 'TO')]",#jio
1255,1256,#jio/OTHER ka/EN sim/EN tho/EN sab/EN ke/EN pass/EN hai/EN lekin/HI uska/HI number/EN khud/HI ko/EN bhi/HI pata/HI nai/EN hota/HI ,"[('lekin', 'UNK'), ('pata', 'VM'), ('hota', 'SYM')]","[('sim', 'NN'), ('sab', 'NN'), ('pass', 'NN'), ('number', 'NN'), ('ko', 'NN')]",#jio
1256,1257,lag/EN raha/EN he/EN #jiofilmfareawards/OTHER nahi/HI dekh/HI rahe/HI #jio/OTHER ki/EN ads/EN dekh/HI rahe/HI he/EN network/EN slow/EN aur/EN faltu/HI ho/EN raha/HI he/EN ab/EN toh/HI ,"[('nahi', 'VM'), ('rahe', 'VAUX'), ('dekh', 'VAUX'), ('faltu', 'VAUX'), ('raha', 'VAUX')]","[('lag', 'NN'), ('he', 'PRP'), ('ki', 'VBZ'), ('he', 'PRP'), ('slow', 'VB'), ('ab', 'NN')]",
1257,1258,srk/EN fans/EN ke/EN pass/EN nahi/HI hai/EN theter/EN jane/EN ko/EN #jio/OTHER sim/EN leke/HI din/EN bhar/HI #online/OTHER rehte/HI hai/EN #gaytrends/OTHER ,"[('nahi', 'INJ')]","[('srk', 'NN'), ('ke', 'NN'), ('theter', 'NN'), ('ko', 'NN'), ('sim', 'NN'), ('din', 'NN'), ('hai', 'NN')]",#online
1258,1259,#irony/OTHER is/EN that/EN #jio/OTHER ke/EN internet/EN se/EN jio/HI ka/EN app/EN hi/EN nahi/HI open/EN hota/HI hai/EN ,"[('', 'INJ')]","[('that', 'DT'), ('ke', 'VBD'), ('se', 'JJ'), ('ka', 'NN'), ('hi', 'NN'), ('open', 'JJ'), ('hai', 'NN')]",#irony
1259,1260,jab/EN se/EN #jio/OTHER aaya/HI hai/EN internet/EN pe/EN chutiya/HI bhaari/HI matra/HI me/EN badh/HI gae/HI hai/EN ,"[('bhaari', 'UNK'), ('gae', 'VM')]","[('jab', 'NN'), ('hai', 'NN'), ('pe', 'IN'), ('me', 'PRP')]",#jio
1260,1261,kya/EN bakwas/EN speed/EN hai/EN #jio/OTHER #net/OTHER ki/EN ,"[('', 'INJ')]","[('kya', 'NNS'), ('speed', 'VBD'), ('ki', 'NNS')]",#jio
1261,1262,aaj/HI desh/HI ka/EN sabse/HI sharmnak/HI din/EN hai/EN kanoon/HI neya/HI court/EN sarkar/HI sab/HI lachar/HI bebash/HI ya/EN bhrast/HI hai/EN sorry/EN bura/HI laga/HI is/EN liye/HI likh/HI diya/HI neya/HI har/EN taqatwar/HI ki/EN rakhel/HI hoti/HI hai/EN #jio/OTHER beta/EN gspectrum/EN pm/EN kya/EN ham/EN aise/EN hi/EN new/EN bharat/HI ka/EN sapna/HI dekh/HI rahe/HI hai/EN ,"[('aaj', 'UNK'), ('sharmnak', 'VM'), ('neya', 'VAUX'), ('sarkar', 'VAUX'), ('lachar', 'SYM'), ('bura', 'NNP'), ('likh', 'PSP'), ('neya', 'NN'), ('taqatwar', 'PSP'), ('rakhel', 'NN'), ('bharat', 'PSP'), ('sapna', 'NN'), ('rahe', 'VM')]","[('ka', 'NN'), ('hai', 'NN'), ('ya', 'NN'), ('hai', 'NN'), ('is', 'VBZ'), ('hai', 'JJ'), ('beta', 'NN'), ('pm', 'NN'), ('ham', 'NN'), ('hi', 'NN')]",
1262,1263,#jio/OTHER network/EN ka/EN level/EN itna/HI gir/HI gya/HI hai/EN ki/EN koi/EN site/EN bhi/HI na/EN khul/HI paye/HI slow/EN samajh/HI mein/EN aata/HI hai/EN magar/HI bakwas/HI #jio/OTHER customer/EN service/EN bhi/HI sabse/HI bekar/HI din/EN se/EN complain/EN fir/EN bhi/HI kuch/HI nahi/HI pic/EN twitter/EN com/EN gmdfftxgvw/EN ,"[('itna', 'QFC'), ('gya', 'QF'), ('paye', 'NN'), ('samajh', 'PSP'), ('aata', 'NN'), ('magar', 'VM'), ('sabse', 'VAUX'), ('bhi', 'VAUX'), ('nahi', 'SYM')]","[('ka', 'NN'), ('ki', 'VBZ'), ('site', 'NN'), ('na', 'JJ'), ('service', 'NN'), ('din', 'NN'), ('complain', 'VBP'), ('twitter', 'NN'), ('gmdfftxgvw', 'NN')]",#jio #jio
1263,1264,bhaiya/HI refund/EN de/EN do/EN itni/HI nikammi/HI company/EN kyun/HI hai/EN tumhari/HI ,"[('bhaiya', 'RBC'), ('itni', 'SYM')]","[('de', 'FW'), ('company', 'NN'), ('hai', 'NN')]",
1264,1265,aaj/HI to/EN holiday/EN mana/EN lena/EN tha/EN #modi/OTHER ji/EN itna/HI kaam/HI to/EN mujh/HI se/EN aapki/HI aadhi/HI umar/EN mein/EN b/EN nahi/HI hota/HI #namo/OTHER #namo/OTHER #jio/OTHER hajaro/HI saal/HI ,"[('aaj', 'UNK'), ('itna', 'VM'), ('aadhi', 'VAUX'), ('nahi', 'VAUX'), ('saal', 'SYM')]","[('holiday', 'NN'), ('lena', 'VBZ'), ('to', 'TO'), ('se', 'VB'), ('mein', 'NN')]",#modi #namo #jio
1265,1266,jio/EN free/EN dekar/HI bhi/HI profit/EN kar/HI raha/HI he/EN or/EN bsnl/EN high/EN rate/EN lekar/HI bhi/HI loss/EN me/EN chal/HI rahi/HI he/EN ,"[('dekar', 'UNK'), ('raha', 'VM'), ('lekar', 'VAUX'), ('chal', 'SYM')]","[('jio', 'NN'), ('profit', 'NN'), ('or', 'CC'), ('high', 'JJ'), ('loss', 'NN'), ('he', 'PRP')]",
1266,1267,jab/EN girl/EN friend/EN thi/EN tab/EN koi/EN #jio/OTHER nahi/HI tha/EN ab/EN saaala/HI #jio/OTHER free/EN hai/EN to/EN ek/EN bhi/HI girl/EN friend/EN nahi/HI hai/EN ,"[('saaala', 'RBC'), ('bhi', 'SYM')]","[('jab', 'NN'), ('friend', 'NN'), ('tab', 'NN'), ('tha', 'RB'), ('free', 'JJ'), ('to', 'TO'), ('friend', 'VB'), ('hai', 'NN')]",#jio
1267,1268,jio/EN hote/EN hue/EN bhi/HI doosre/HI network/EN par/EN data/EN use/EN karte/HI ho/EN aap/EN ,"[('doosre', 'INJ')]","[('jio', 'NN'), ('hue', 'NN'), ('par', 'NN'), ('use', 'NN'), ('ho', 'NN')]",
