,0
1201,1202 dear th walo ab waqt aa gya hai ki jio aur  ambani ji ko galli dena start kr do
1202,1203 waiting for dat jio meme sab ko month data free wala chutiyapa leke aate hi honge kuch log rpsvmi mivkkr
1203,1204 dil krta h sim ke sath mobile b tod kr phenk du issey acha to tata indicom ka  g bhi fast hai
1204,1205 hamare desh k bacche bado se kam hai ki jio india be champion boys
1205,1206 aaj#bb live aaye but mai insta mai dekh hi nhi pyi for network issue ye jio ne mujhe dokha de diye @bhuvan bam haad ho gyi bancho
1206,1207  saalbemisal apna toh ek hi saal bemisal tha bhaiya thanks to jio
1207,1208 oh god jio itne bade stars ko le ke kya ghatiya ads bana rahe ho aap bilkulpasandnahiaya
1208,1209 jo sala k ka phone kharidne ki aukat rakhta hai usko tum jio ke free net ka lalach de rhe
1209,1210 jio ane se youtuber ki life hi change ho gayi aur suscriber bhi badh gaye
1210,1211 jo log saal me ek baar apps update maarte the wo log bhi aajkal auto update option on karke ghum rahe hai
1211,1212 jio ne jio phone ke nam pe dhokha diya h @jiocare
1212,1213 paka diya hai ye speed humko airtel me hi jana padega
1213,1214 dushman na kare wo ye airtel ne kam liya hai months se muze pareshan kiya hai
1214,1215 election ke time jo loan lia tha ambani se wo to lotana he padega na sarkar ko jio aur na jeeno do jo chal rha hai
1215,1216 jio toh provide krdiya lekin abhi tak ek dhanki service provide nahi hui jio
1216,1217 ya toh jiochat kbcplayalong ko band kar do ya toh me phone phenk du totallyghatiya jio
1217,1218 jio ke speed bhi ab desh ki tarakki ki tarh ho gai hai ekdum slow
1218,1219 pehle mai call krne se katrati thi kisi se min se zayda bat nhi krti thi log introvert samjhe the phir jio aaya aur ab koi maa ka lal mereko chup nhi kara pata
1219,1220 no one have to pay us because jio ne itna internet diya hai humko kisi ko mangna nahi padega samjhe
1220,1221 aaj ek mute aur deaf aadmi ko uske friends se video calling per baat karte dekh bahut accha laga thanks mukeshambani ji for jio ipl
1221,1222 jis tarah jio ka network gir raha he muje lag raha he ki bahut jldi telenor aage nikal jayega
1222,1223 yaar yeh jio wale phone kyun nahin uthate hain
1223,1224 kuch log itne kanjoos hote hain ki jio se bhi missed call dete hain
1224,1225 chalo aaj kuch tufaani karte hain apne jio wale friend ko uske dusre number pe sms karte hain
1225,1226 jio data chor subah mai our mera mobile so rha tha data kaise khatm ho jayega jab se jio use kar rha hu tab se ye problem arahai hai mahino se complain kar chuka hu bar bar ye problem ajati hai jiodatachor ambani jio reliance
1226,1227 kya yaha koi aur bhi hai jisne apna jio abtak recharge ni karaya v aur ab bhi mast chalraha hai ya ye service
1227,1228 jio aane ke baad aaj kal bachche bhi bado ko ashirvaad dene lage hai they save their names as mom jio dad jio behen jio
1228,1229 dear jio users net ka maza lijiye lekin ase ghanto kisi ko call krk kisi ko irritate matt kijiye
1229,1230 daru pite huye dost bol rha h ki jaise jio ke aane se telecom me compitition hua h vaise hi beer companies me ho jaye to
1230,1231 india me general valo ko ek hi cheez h jo bina bedh bhaav milti hai vo hai jio ka data
1231,1232 jio pehle free data diya public ko social media par vyast kardiya notebandi gst pass kardiya aage kya iraada hain @kpadmarani @ndtv
1232,1233 bhai anup is jio ke chakkar me to mera pura village pagal ho gya ab aap bhi le liye chutiya h fraud hai network ke nam pe kuch nhi jio
1233,1234 bhaiyaji jio se tweet karte hain aur free wifi mangte hain aache baat nahi hai ye
1234,1235 pakad k lao saale ko jisne kaha tha ki airtel is the fastest network of india is se badhiya to apna jio hai re
1235,1236 me itna free rahne laga hoon ki sab log mujhe jio bulane lage hai
1236,1237 dekhte toh hum pehle bhi thee but subscribe toh jio k aane k baad hi kiya hai jio g jio
1237,1238 airtel aur jio dono ne internet pe gandh macha rakha hai
1238,1239 earthquake se dar nahi lagta sahab dar to sirf is baat ka hai ki kahi jio ka tower na gir jaye justkidding delhiearthquake staysafe
1239,1240 ye jio g ka speed hai g me to buffer ho ke chalta hai isme to chalta bhi nai jio pic twitter com iwa ztjodk
1240,1241 cabwala madam ji yeh jio apni missus ko dila ke galti kardi jab dekho call hi karti rehti hai har minute ki khabar leti hai sosad
1241,1242 is saal ipl mai mi ke sath jio users ki kkr ke sath srk fans ki dua hai and rcb ke sath banks ki baddua hai rcbvkkr
1242,1243 aaj kal jitne bhi teaser trailer youtube pr record tod rhe hai sb jio ki meharbaani hai
1243,1244 asli dard to jio ki reduced speed deti hai
1244,1245 aukat hi nahi hai airtel afford karne ki
1245,1246 internet bhi nashe ki tarah hai ab jab lat lag chuki hai toh kharch toh karna hi hoga
1246,1247 yaar jio yaha shop wala blak me jio phone becha raha h or hum advance diye bathe h unko phone mil nahi raha @yaduvansheesr
1247,1248 ye muft ke jio se ek fayda to hua hai ye bc jhooti ladkiyo ke recharge nahi karwane padte meethi baate karke recharge kyu @iamcbf
1248,1249 i agreed also agr koi fail hoga toh fault bhi isi jio ka hoga
1249,1250 @jiocare sir mera net jan se bhut slow chal rha hai mujhe kya karna chahia ki jio pahle jaisa chale i have many problem on jio pls help
1250,1251 high speed gb khatam hone k baad kitni bakwaas speed rehti hai airtel ka g isse acha hai jio
1251,1252 jesse jio ke liye line lagti thi wasehi aaj starbucks ke bahar lagi hai
1252,1253 aisa lag raha hai jaise kuch mahine baad last mein jaise central mein upa aur nda hai waise hi jio aur airtel
1253,1254 bhai sab kuch free hi chahiye kyu koi fokat ki mahenat kare sab kuch pm hi karenge hame bas baithe baithe jio k net se aisi tweet kare
1254,1255 sirf net ke liye use karo calling me to bsnl bhi baap lagata hai jio ke samne
1255,1256 jio ka sim tho sab ke pass hai lekin uska number khud ko bhi pata nai hota
1256,1257 lag raha he jiofilmfareawards nahi dekh rahe jio ki ads dekh rahe he network slow aur faltu ho raha he ab toh
1257,1258 srk fans ke pass nahi hai theter jane ko jio sim leke din bhar online rehte hai gaytrends
1258,1259 irony is that jio ke internet se jio ka app hi nahi open hota hai
1259,1260 jab se jio aaya hai internet pe chutiya bhaari matra me badh gae hai
1260,1261 kya bakwas speed hai jio net ki
1261,1262 aaj desh ka sabse sharmnak din hai kanoon neya court sarkar sab lachar bebash ya bhrast hai sorry bura laga is liye likh diya neya har taqatwar ki rakhel hoti hai jio beta gspectrum @narendramodi pm @zeenewshindi kya ham aise hi new bharat ka sapna dekh rahe hai
1262,1263 @jiocare jio network ka level itna gir gya hai ki koi site bhi na khul paye slow samajh mein aata hai magar bakwas jio customer service bhi sabse bekar din se complain fir bhi kuch nahi pic twitter com gmdfftxgvw
1263,1264 bhaiya refund de do itni nikammi company kyun hai tumhari
1264,1265 aaj to holiday mana lena tha modi ji itna kaam to mujh se aapki aadhi umar mein b nahi hota namo namo jio hajaro saal
1265,1266 jio free dekar bhi profit kar raha he or bsnl high rate lekar bhi loss me chal rahi he
1266,1267 jab girl friend thi tab koi jio nahi tha ab saaala jio free hai to ek bhi girl friend nahi hai
1267,1268 jio hote hue bhi doosre network par data use karte ho aap
1268,1269 mukesh ambani ne jio me net free kr diya aur mila kya usi ke free ke net se usi ke beta pr meme bana rha hai sab
1269,1270 ye airtel aur jio ki kadai kisi communal riot se kuch kam nahi humey shanti chahiye kuch kijiye
1270,1271 carry forward karne layak koi plan bhi hai unke paas bhala ho jio ka nahi to abhi bhi me gb g g kar rahe hote
1271,1272 jio kripa se ab march tak to free hai he aage dekhte hain
1272,1273 yeh padh ke aap kya khush ho rahe apne bi koi aachi service nai di hai jio g jio @reliancejio
1273,1274 super story of year paisa dega jaanta aur maaja uthaega company waaoo kiya answer hai jio kaa loogo ko stupid baana
1274,1275 @jiocare dekh lo khud hi recharge na karaunga is bar bahut hua jio pic twitter com b urd xhj
1275,1276 mujhe to gov ke sal aur notebandi ke ek sal me koi fark hi nahi dikha yadi aap digital payment ki bat kr rhe ha to ye
1276,1277 jio network is worst network kewal naam ka g network hai speed g ki bhi nhi dete @reliancejio @jiocare @jio trending
1277,1278 koi toh aisa task hoga duniya me jise karke shilpa mam se mila jaa sake d
1278,1279 live aane ke liye switch to jio services
1279,1280 lifetime free calling aur free net ka offer diya hai ipl
1280,1281 @reliancejio ye to galat baat hai jin logo ne recharge nhi karaya unka bhi net free me chal rha hai ham to bewkoof ban gye dekr jio
1281,1282 aaj se shona jaanu baby recharge karwado na waala chutiyappa phir se chaalu hojayega
1282,1283 ye baat bhul mat jis network par hum tera snapchat chala rahe hai na uska owner tujhe min mai khareed sakta hai jio
1283,1284 kuch log bina recharge kiye hi jio use kar rahe kehte hai mera auto recharge ho gaya hum log recharge kyon karu
1284,1285 netvelocity test result jio ye hai jio ki g speed bewakoof bana rakha hai users ko pic twitter com ngfcyrrnm
1285,1286 last one month se logon ko g ke naam par g net dekar thogo raha hai jio
1286,1287 ab sab recharge karane tayyar ho jao jio ka bhandara khatam hua
1287,1288 sir jio phone to le lenge agar tower hi nahi hai to ey phone le kar kya karenge
1288,1289 @reliancejio bhai sahab kyu ullu banate ho jio phone bola tha apne par aap toh sirf blank page de rhe ho
1289,1290 @spikeyarjun kya fayeda is jio ki  g speed ka jo apne hi internet se apni hi website open karke apna hi jiophone book na karwa paaye
1290,1291 saharnpur me sirf jio ka net chal raha hai baki sabhi internet network sewaye rok di gayi per badi maharbani hai
1291,1292 jio ke free rakhne ki dua aaj mi ko kaam ayi
1292,1293 jio jiocare din se jio network kharab hai net nhi chal raha solve nahi hua location mahavir chhapara road gorakhpur
1293,1294 modi ne free wifi ka connection band karwa diya taake delhi ke log ambani ka free jio le le arvind kejriwal
1294,1295 jio after st march achha chalta hu duaao mei yaad rakhna
1295,1296 @mukeshjio sirji humare chattisgarh sukma me v ek jio ka tower lagwa dijiye
1296,1297 trai ko kya problem hai jab koi free de raha hai jio airtel
1297,1298 itna confuse to zindagi bhi nahi karti jitna jio kar raha hai
1298,1299 sahi kar raha hai tum jaiso ke sath jio tum log jant ka khoon chuste ho bc
1299,1300 ab samjh nahi aa raha hai gaali jio ko dena hai ya trai ko don t mind just a joke
1300,1301 asli aprilfool to jio ne banaya hai ye bol ke ki services band ho jayegi ko aur sabse recharge kara liya
1301,1302 kuch kasoor to ambani ka bhi hai na wo free ka jio deta na sab pure din twtr p lage rehte
1302,1303 ab toh mujhe yhi intzaar hota h ki kab jio wale uncle apni meeting krne wale h tabhi kuch na kuch dhamaka karte h
1303,1304 agar jio sim lene k baad bhi single ho
1304,1305 bahut loot macha rakhi thi aur companies ne
1305,1306 free ki khane walo tumhare din khatam jio
1306,1307 yehh gujju ne fir se kamal kr diya vaah mukeshbhai vaah aap jio hazaro saall jio jiosummersurpriseoffer
1307,1308 abhi abhi raat bje jio prime membership lekr aaya tha ghar aakar pta chala jio summer surprise offer ke baare me dil
1308,1309 jiosummersurprise abhi ambani ji jis party me samil ho jaye wo party jio ke name par election jeet sakti hai
1309,1310 sahi boa bhai ek dam waist service hai jio ka itna waist service na kisi aur network ka hai jitna @reliancejio ka hai
1310,1311 acha chalta hu dua me yaad rakhna mere muft ke data aur voice call ka ehsaan rakhna
1311,1312 kuy majak kr raha h bhai aaj hi maine jio prime le air cash back bhi mila
1312,1313 muft ki aisi laat lagi recharge karne ko dil nehi manta
1313,1314 bhosdiwalo agar prime member nhi bne na ya sim kl ke baad phek di yaad rakhna ghar pr aake maarunga jio
1314,1315 lokpal ki niyukti ke baad modi sarkar ka ek or u turn
1315,1316 din raat vidio chatting karke bij bo diya
1316,1317 kya pata kal jio free ho na ho
1317,1318 bhai week bada hi happening raha bevkufbaba dokhlam pvsindhu though ham log hi bs thande pade rahe
1318,1319 hyd mla ko ye to pata nahi @pvsindhu konsa game khelti hai
1319,1320 kuch ladke ladkiya hai jinhe badminton ke spelling tak nahi aati
1320,1321 pvsindhu kya badhiya badminton khelti hai
1321,1322 the baazigar of int l badminton championships pvsindhu u truly know haar kar kaise jeeta jata hai
1322,1323 mauka dekh k chauka mar diya well done pvsindhu
1323,1324 matches koi aur jeet rha hai pathake koi aur phod rha hai
1324,1325 @nozomi o okuhara ko hara kar @pvsindhu ne siddh kar dia wahi no hai ye @ghoshworld ko roast world kar diya hai kuch logo ne
1325,1326 bharatia pls run to the bathroom desh ka gaurav aa raha hai
1326,1327 dhoni be like sri lanka ke liye to manish pandey bhi kaafi tha mujhe kyu bulaya indvsl rohitsharma pvsindhu dhoni sleep#cricketpic twitter com q oeus
1327,1328 chalo kam se kam silver toh pakka ho gaya the disease which keep us far away from gold
1328,1329 haro toh esa haro ki haar mai bhi jeet ho pvsindhu champiom
1329,1330 well played sindhu hamari chhori chhoro se kam hai ka indian badminton ka future kafi achha najar aa rahi hai pvsindhu sindhu okuhara
1330,1331 bahut achha kheli ye ab tak ka best badminton match tha pvsindhu sindhu worldbadmintonchampionships  wbc okuhara
1331,1332 okuhara ke naam me hi hara hai bwf pvsindhu
1332,1333 jitni der me pvsindhu ne ek game jeet liya utni der me dhoni nahi kar paaya
1333,1334 badminton kya hai wo bhi nahi janne wale log come on pvsindhu bol k khud ko cool dikhane ki koshish karre hai p
1334,1335 c mon pvsindhu go for gold misaal ban ne ka time aa gaya hai bwf glasgow sindhuvsokuhara
1335,1336 @prernabisht di aap bhi meri tarah saari padhai khatam karke abhi badminton dekhne jaa rahe ho pvsindhu
1336,1337 pappu search karo toh @google aur @youtube bhi rahul gandhi ki news aur videos dete hain
1337,1338 free data ke chakkar me mobile number aur aadhar card dene waale righttoprivacy pe pel rahe hain utter bakchodi
1338,1339 apne desh mei content ki bhi barsaat ho rahi hai tripletalaq righttoprivacy rapistbaba china mumbairains
1339,1340 logic to bhai apne uss bhai se puch jiski ji hujuri karne aaya h kisi ki pushton tak pahuchne ka haq kisne dia usko righttoprivacy
1340,1341 bjp righttoprivacy ke against mein case ladti hai aur mr shah yahan use defend karne ki nakaam koshish kar rahe hain siyaapa at its best
1341,1342 rightto privacy ye sc ko batao pados ki auntiyon ko ye sab nahi samajhta
1342,1343 righttoprivacy engineering students ki viva mein kitni izzat bachaayega ye aam samaaj ko idea bhi nahi hai
1343,1344 righttoprivacy se kuch nahi hona pados wali aunty fir bhi roj binoculars leke apka intezaar karegi
1344,1345 righttoprivacy girls ki privacy k liye bhi koi qanoon banaya jaye ta ke samaaj me rapist darindo k iradon ko suli pe chadhaya jaa sake pic twitter com fodophbhky
1345,1346 abh koi mera phone touch karke bataye righttoprivacy
1346,1347 resignation prasad kehta hai hum support karte the righttoprivacy par proceedings kuch aur kehti hain case ki doglapan bjp ka aurkuch nai
1347,1348 facebook par har jagah jakaar check in karke and righttoprivacy hashtag dalne wale alag tarah ki chutiya hote he
1348,1349 aapke mobile ki duplicate sim milegi kisi aur ke paas aur kar sakta hai aapke phone call receive aur kar sakta hai kuch bhi righttoprivacy
1349,1350 sarkar se toh bach jaaoge lekin facebook aur google se kaise baachoge righttoprivacy
1350,1351 sabse bada joker sardana aaj righttoprivacy par debate karne ke bdle communal harmony kharab karne ke irade se utarta hai sardana
